IsNegative,Text
0,"durgundu ilk bölüm bakalým"
0,"kezban dizisi geri dönmüþ."
0,"dizinin yeni formatýný biraz garipsedim ve ýsýnamadým ama alýþýrýz gibime geliyor"
0,"dedikleri gibi ilk bölüm sadece karakterleri tanýtmýþlar."
0,"Ýlk bölüm benim için biraz hayal kýrýklýðýydý ama toparlýyor."
0,"Heyecanla baþlamýþtým ama eski sezonlardaki gerilim ve aksiyon yok acayip sýkýldým"
0,"diziden hiçbirþey anlamýyorum arkadaþ, anlaya bilen birsi anlata bilir mi ?"
0,"Çok karýþýk ilerliyor ama daha da karýþacak  vaziyet alýn"
0,"pek heyecanlý ilerlemiyor bölümler." 
0,"biraz ittire ittire gidiyor dizi."
0,"bu macarenanýn tipine de bir türlü alýþamadým." 
0,"Bütün bir hafta ben bu salakça bölüm için mi bekledim?"
0,"cok sýkýcý bir bölümdü"
0,"Hapishane dizileri hapishanedeyken güzel. Orada baþlayýp bitmeli"
0,"çok sýkýcý bir bölümdü"
0,"Belki de izlediðim en boþ bölümdü." 
0,"öncelikle bu sezon hayal kýrýklýðýydý" 
0,"bu sezon çöp aga"
0,"Tirt dizi bu puani haketmiyor."
0,"diziyi beðenmedim"
0,"dizinin konusu kötü"
0,"dizinin hikayesi iyi iþlenmemiþ"
0,"senaryo kötü"
0,"çekimler olmamýþ"
0,"diziyi izlemeyin "
0,"zaman kaybý izlenmez"
0,"Müzikleri hiç hoþuma gitmedi"
0,"beðenmedim"
0,"olmamýþ bence kötü bir dizi"
0,"hikaye ilerlemiyor"
0,"çok sýkýcý"
0,"oyunculuk olarak kötü bir dizi"
0,"dizinin süresi çok uzun"
0,"ÇOK KLÝÞE, ELÝTE DÝZÝSÝNÝN AMERÝKAN VERSÝYONU TEK FARKI BUNLAR DANS EDÝYOR."
0,"Oyunculuklar ultra kötü. Yetiþkin karakterler bile çok kötü oynuyor. gerçekten sadece pornografi ile ön plana çýkmaya çalýþmýþ ama olmamýþ. aþýrý aþýrý çýplaklýk vardý ki ben dizilerde bu sahnelere bile karþý deðilim."
0,"Kötü bir wattpad kitabý gibiydi.sadece dizide her þey fazlaca ortadaydý. suçlu kim daha fotoðraf bulunduðu ilk an anlaþýlýyordu. bütün karakterler suçluymuþ gibi davranýyordu ama asla hiç birinin olayla alakasý tam anlaþýlmýyordu. herkes sanki daha yeni tanýþmýþ gibiydi halbuki 11 yaþýndan beri beraber ayný yerde yatýp kalkýyorlardý." 
0,"Baþlamak isteyenler; zaman kaybý abi, ben hayatýmda bu kadar yapmacýk oyunculuk bu kadar basit bir senaryo görmedim." 
0,"Millet bir anda aþýk olup yiyiþiyor, nefret ettikleriyle bir bakýyorsun can ciðer kuzu sarma."
0,"Elitenin çakmasý ama yanýndan geçemez." 
0,"Umarým Netflix bu yapýma 2. sezon çekme gibi bir yanlýþa düþmez. Gitsin yeni yapýtlar yapsýn buna bütçe ayýracaðýna."
0,"Þu dizinin neyi dikkat çeken diziler kategorisine girdi anlamýþ deðilim."
0,"Baþ roldeki saf kýzdan/karakterden nefret edip, kötü kýzý/karakteri sevdiðiniz dizilerden.Diziye baþladýðýnýzda bir þekilde ilerliyor ama fazla beklentiniz olmasýn bunlar nasýl liseli diyorsunuz."
0,"ÞU diziyi diikat çekenlere koyucak kadar ne yaþamýþ olabilirsiniz acaba yönetici asistaný kardeþlerim"
0,"aga hep ayný konu yav "
0,"dizi çok kötü sara sara bitirdim açýk seçik sahneler içinde boþa izlemeyin eþcinsellerle dolu"
0,"adam atmasa kýz kendi düþecekti zaten"
0,"Konu ve bazý olaylar kliþe cok orjjinal bir þey bulamadým ilk bölümde ve gereksiz cinsellik sahneleri de diziye bir þey katmamýþ . Bakalým konu güzel ilerlerse deðiþebilir"
0,"Eleþtirgel yorumlarý yayýnlamýyor da ondan"
0,"Popüler diziler arasýnda gözüküyor ama hiç yorum yok kimse izlemedi mi?"
0,"bok gibi dizi"
0,"arkadaþlar aradýgýnýz hiç birþeyi bulamýyacagýnýz asalakca yapýlmýþ bir dizi malesef"
0,"3 bölüm izledim ama maalesef oyunculuklar hem yavan hem yapmacýk. Her bölümde illa üstünü cýkaran birileri, bale sanki bu demek."
0,"boþ zamanda izlemelik çerez bi dizi, çok beklentiniz olmasýn"
0,"boþ zamanýnýz varsa izleyebilirsiniz zaman kaybettirmek için ideal, ama size kazandýracaðý hiçbir þey yok."
0,"Oðul rolünde Walter Junior olabilirdi"
0,"kimse demiyormu 911 i arayan numara kimin üstüne kayýtlý diye.senaryo hatasý deðil mi bu, yoksa amerikada bunu tespit edicek teknoloji yokmu."
0,"ölen çocuðun telefonundan arandý ya"
0,"ilk bölüm mantýk hatalarýyla baþladý , inþallah beklentilerimizi karþýlar"
0,"Daha baþlangýcýnda darlandým ve izlemeyi býraktým"
0,"Dizide bazý sahneler gereðinden uzun tutulmuþ hatta baþlarda mahkeme sahnesi gelene kadar kapatmayý düþünmedim deðil. Yönetmeni pek beðenmedim açýkçasý ve senaryo da pek alýþýlmýþ dýþýnda gözükmüyor. Peki dizi izlenir mi ? Bryan Cranston yerine baþka biri oynasaydý bunun cevabý hayýr olurdu ama ben biraz daha þans tanýyacaðým."
0,"Ýlk bölüm kadar iyi deðildi,gereksiz uzundu,1 saat çok fazla,sistemin çarklarýnýn nasýl iþlediðini falan gösteriyor ama zaten bunlar bilinen þeyler,dünyada hep olan þeyler,olan hep garibana oluyor iþte. gelecek bölümlerde de iki suç örgütü birbiriyle karþýlaþacak,konu belli."
0,"her baþlangýçda þu motorsiklet kazasýný göstermese iiydi be"
0,"Boþrolde oynayan kiþilerin suçlu ya da haksýz olduðu film ve dizilere katlanamýyorum, büyük bir ikileme giriyorum ve filmi izlerken daral geliyor. Baþroldekinden taraf olmak istiyorum ama bir taraftan da hak yerini bulsun istiyorum."
0,"Duraðan bir bölümdü ama yinede çok kaliteli 6/10"
0,"Senaryo, oyunculuk tamam kaliteli ama sýkýcý abi böyle de olmaz ya zaman kaybý. 99 yapýmý gibi bu ne Allah aþkýna."
0,"Tek taraflý bir maðdur edebiyatý, baþörtülü bacýmýn bu laiklerden nedir çektiði temalý deðildir umarým."
0,"Dizide sevmediðim taraflar da yok deðil elbette; dizinin hikaye deðil de sürekli olarak karakter çatýþmalarýyla ilerlemesi bazen sýkýcý olabiliyor. "
0,"Dizinin vermek istediði mesaj da bana pek geçmedi."
0,"Ayrýca sevmediðim bir diðer özellik de bazý arkadaþlar deðinmiþ ben de deðinmeden edemeyeceðim; netflix yine yapmýþ netflixliðini Fatih Artmanýn(Yasin) iyi bir oyuncu olduðunu zaten önceden de biliyordum burada da döktürmüþ kendisiyle ilgili fazla yorum yapmýyorum çünkü bu peþi sýra övgü cümlelerinden baþka bir þey olmayacak zaten." 
0,"Derya Karadaþ(Gülan) olmamýþ bu. Alican Yücesoy(Sinan) daha önce oyunculuðuyla ilgili pek de olumlu izlenimlerim yoktu kendisiyle ama Sinan karakterini iyi taþýmýþ hatta Sinan karakterine ayrý bir spin off bile yapýlabilir. Nihal Koldaþýn (Sinanýn annesi )belki çok az sahnesi vardý ama onu izlemesi oldukça keyifliydi kendisini daha çok görmek isterdim açýkçasý. Eðer sýrf izleniyor diye aceleye getirip çekmeyeceklerse ikinci sezonu olursa izlemek isterim. Daha fazla özgün yapým görmek dileðiyle"
0,"Müzikleri, evin duvarlarýný süsleyecek derecede güzel fotoðraflýk kareler Eski istanbul görüntüleri Valla bunlarýn dýþýnda inanýlmaz sýkýcý bir dizi. Kadro 2nci sýnýf, uvertür oyunculardan kurulsa ya da sýradan yabancý oyuncularla çekilmiþ baþka bir ülke yapýmý olsaydý, yanýndan bile geçilmeyecek bir dizi Cidden büyük bir zaman kaybý"
0,"Evet güzeldi ama abartýldýðý kadar da iyi deðildi"
0,"Yönetmene 8. Bölümün sonunda baktým, tahminin kesinlikle Nuri Bilge Ceylan tarafýndaydý. Tabii ki yanýldým. Yani çok duraðan ilerlemiþ onun dýþýnda senaryo iþkeniþi oyunculuklar mükemmeldi."
0,"1 bölüm dayanabildim sadece. Türk dizilerini begenmiyorum, yorumlari görünce izledim ama hitap etmedi bana. Cok agir,gizem yok heyecan yok,konu ise cok klasik boring"
0,"Bilemedim yabanci yapim olsaydi bu ne aq gibi yorum yapan kitle oyunculuk üst düzey,cekimler efsane vs yazmisBelki ilerki bölümler daha iyidir ama devamini izleyecegimi sanmiyorum."
0,"evet sanirim türkiyede yasayan insanlara hitap eden bir dizi. Ben sahsen anlam veremedim. Favori listem aslinda daha kabarik ama her yeni favori ekledigimde eskisi yok oluyor" 
0,"ulan o kadar övüldü bari güzel olsa"   
0,"türk yapýmý olunca ister istemez mesafeli yaklaþýyorum en fazla ne kadar iyi olabilir ki yani"
0,"dandik bu dizi."
0,"Birde ýsrarla ara söylüyorum ara müzikler çok kötü."   
0,"Duraðan ama ilginç içimizden insanlar Öykü muhteþem oynamýþ bravo"
0,"NBC tarzýnýn yandan yemiþ ,baþarýsýz takliti olmaktan öteye geçememiþ , film olunca neyse de 8 bölüm avel avel bakýþmalar tekrarlanan replikler boþ mevzular börtü böcek çekilmez"
0,"Ýlk sahneden sýktý, ilerde sarar mý diye üç bölüm izledim ama sýktýkça sýktý. Sanat filmi gibi dizi çekmiþler. Olaylarý birbirine baðlamaya çalýþýyorlar ama yok abi bizimki de vakit izleyecek heyecan býrakmadý."
0,"aga bu 4.bölüm ve hala olayý anlayamadým hani filmin amacý ne noluyo bi olay yok"
0,"þimdiye kadarki en boþ bölümdü."
0,"Verdiðimiz rahatsýzlýktan dolayý özür dileriz."
0,"4. bölüme kadar geldim bir bok anlamadým"
0,"her karaktere ayrý sinir oldum özellikle yasine ama güzel"
0,"Oyunculuklar falan iyi, genel olarak güzel dizi; ama taraflý."
0,"Eðer sezon böyle biterse ben kesinlikle devam etmeyeceðim. Çoðunlukta olaný eleþtirmeye yemiyorsa bu diziyi toplum eleþtirisi olarak servis etmeyeceksiniz."
0,"ilk 20 dk bu bölümde sýkýlarak izledim. genel olarak ölüm sahneleri beni çok üzülüyor sadece meryemin hadi abi oynayalým dediði sahne koptumm "
0,"Bu bolum cok sýkýcýydi cogu sahneyi atlayarak izledim "
0,"Bu kadar aðýr ilerlemesi! baydý ya" 
0,"Güzel diziydi fakat dini açýdan eleþtirilecek çok fazla yönü var. Tesettürlü bir kadýnýn topluma yansýtýlmýþ hali yine ayný. Bilimden uzak, iyi niyetli ama cahil. düþünceleri islama ýsýnmamýþ olanlarsa doktor veya psikolog."
0,"bana hitap etmedi yapanlarýn eline saðlýk"
0,"Baþýndan beri hep bir þey bekledim hiçbir þey olmadý. Fakat bu kadar yavaþ olmasýna raðmen bu sezonu bitirmemin sebepleri var." 
0,"yav ne aðýr bir dizi , dramanýn bknu çýkardýnýz"
0,"4 bölüm zor izledim biþey olacak bir geliþme olacak diye diye bir bk olmadý hikaye çok saçma , oyunculuk çok iyi olsa ne yazar"
0,"beðenen insanlara saygým sonsuz, zaten olumlu yorumlara bakarak izlemeye çalýþtým, çok sýkýldým bir aksiyon yok bir hikaye göremedim, çok yavaþ ilerleyen senaryo"
0,"size göre belki 4-5 kere izlenecek bir dizi olabilir benim için bir kere bile izlenmeyecek bir zaman kaybý"
0,"Keþke son kapanýþ müziði Bir Baþkadýr Benim Memleketim olsaydý, çok yakýþacaðýný düþünüyorum."
0,"filmin son 15 dk sý müziklere harcanýyor (eksi )"
0,"filmde hocaya fazla rol verilmiþ yani fazla deðil ama baydýkça uzattýkça uzatmýþlar "
0,"Bir Supernatural deðil ama izleniyor.Genç oyuncular pek iyi deðil.Ana ,çok uzun boylu,bu kadar boy,sadece podyumda iyi duruyor.Gabriela,bön bakýþlý.Daimon ifadesiz.Fazla heyecan katamamýþlar.Dünyaya gelmeye çalýþan güçlü iblis kliþesinide koymuþlar"
0,"ben diziyi beðenmedim, korku desen yok, gerilim desen yok, yahu harbiden yok. senaryo dümdüz ilerliyor ufacýk bir beklentiyi dahi karþýlamýyor. mesela ben;"
0,"Þeytanlarla savaþma ve þeytan çýkarma söz konusu olduðunda, Supernatural ve Evil gibi dizileri izledikten sonra bu dizi biraz yavan kalacak gibi."
0,"2. Sezon olacak herhalde yoksa final berbatti"
0,"4. Bölümden geliyorum buraya, dizi %95 konuþmalardan ibaret, aksiyon sýfýra yakýn. 4. Bölümün yarýsýna kadar zor sabrettim. Normalde bu tarz konularý severim, dizinin konusuda çok iyi ama macera aksiyon katmamýþlar. Çok boþ zamanýnýz varsa izlenebilir yoksa tavsiye etmiyorum."
0,"Çok saðlam dizi Ömrü uzun olur ."
0,"Kötü bi baþlangýç deðil, fazla beklentiye girmeden izlenir gibi, umarým ilerki bölümlerde heyecaný artýrýrlar."
0,"Ýlk bölüm için Biraz uzun ve yavaþtý. Hareketlenir umarým. Suoernatutale baðlamadýlar da"
0,"ilk bölüm bence güzeldi bakalým devamýnda neler olucak."
0,"Dördüncü bölümün yarýsýndan gelip bu yorumu yapýyorum. Oyunculuklar yetersiz(Tabi bunun nedeni diyaloglarýn kötü yazýlmýþ olmasýyla ilgisi olabilir.). Çekimler kötü(farklýlýk yapmak istemiþler ama keþke yapmasalarmýþ) . Konu iyi. Hiç izleyecek diziniz yoksa benim gibi ve konuya ilginiz varsa izleyebilirsiniz. Onun dýþýnda tavsiye etmiyorum."
0,"Supernatural Evil v.b dizileri izlediðimden çok sarmayacak izlenimi verdi nedense. Gene de þans vericem. Ama sadece yoklukta izlenir. Mutlaka izlenmesi gereken bir dizi deðil yani."
0,"marveli mahvetmiþler. Çok yavaþ aksiyonlar iyi deðil. konu kliþe."
0,"imdb puaný filan takmýyorsan birde diziden kurgudan anlamýyorsan izleyebilirsin"
0,"Baþrolündeki Tom Austen yüzünden izledim. The Royals dizisinden beri bayýlýyorum. Konusu gerçek hayatla ilgisi yok. Hayalet, vampir,uzaylý dizi izleyecek kadar hayal gücüm geniþ deðil. Ýlk bölümü Tom Austen için dayandým."
0,"marvel yapýmý diye baþlýyým dedim çok yavaþ amk izlenmez sarmadý"
0,"Bence constantine daha güzeldi ama bu da fena deðil."
0,"Oyunculuklar vasat. Diyaloglar çok monoton ve duygu yükleniminden yoksun. Umarým düzelmiþtir sonraký bölümlerde." 
0,"merak uyandýrýcý güzel ilerliyor sadece ana dan pek haz etmedim hatta nefret bile ettim diyebilirim kötü bir çocukluk geçirmiþ olmasý bok gibi bir karakteri olmasýný haklý çýkarmýyor belki ileride ýsýnýrým bilemem"
0,"Biraz daha karanlýk çekselerdi de hiçbir þey göremeseydik, izleyemeseydik. Sanki radyodan dinliyormuþ gibi davranabilirdik. Sanýrým elektrik faturasý çok gelmesin diye böyle çekmiþler. Gözlerim acýdý yeminle."
0,"çok kalitesiz gidiyor cidden. oyunculuklar zayýf diyaloglar zoraki boþ boþ muhabbet zamaný doldurmak için kelime ekliyorlar. kýsacasý bana göre deðilmiþ dayanamadým devam etmeyeceðim iyi seyirler beyler"
0,"Marvel dizisi diye baþlamýþtým çoðu marvel dizisini izlememle beraber içlerinde runaways den sonra en berbat olanýnýn bu olduðunu söyleyebilirim."
0,"son 3 bölümü atlaya atlaya izledim"
0,"Dizi izleniyor mu evet izleniyor fakat 2. sezonu gelir gözüyle bakamýyorum. Eðer olur da 2. sezon gelirse lütfen Anayý uzun saçlý ve kakülsüz yapsýnlar. Bir zahmet Ana ön planda olsun" 
0,"Bitti mi hikayemiz bu ne biçim son böyle"
0,"Bu son neydi öyle"
0,"Demiþler ki kadro iyi, senaryo kötü  Bahsettiðimiz konu da Stephen King gibi bir yazarýn en baþarýlý iþlerinden birisi. Her kadro bu senaryoya eksik kalýr efendim."
0,"Kadro iyi olsa da konu sýkýcý,hele yaþadýðýmýz bu stresli zamanlarda,imdb puaný da düþük zaten,baþlamaya gerek yok bence."
0,"konusu için deðilde daha çok kadrosu için izlicek gibiyim bakalým izleyince neler olucak"
0,"Stephen King iyidir de yarýmyamalak kalýyor.Daha önce the mist vardý .heyecanla baþladýk iyiydi de sevmiþtik ne oldu 2. sezon olmadý .sonu onun gibi olmaz inþallah"
0,"Boþta kitabým kalmasýn der gibi Stephen king abi neden ama. NEDEEEN ?!?"
0,"stephen king hayranýyým laf olsun diye yazmadým adamýn yazarlýðýný tartýþmak kimsenin haddine deðil , dizi için düþüncem ilk bolum merak uyandýrmadý pek sürükleyici deðil ama henuz 1 bolum izlemisken erken karar vermek te mantýklý degil ben diðer bölümleri de mutlaka izleyeceðim ilerde belki daha farklý geliþmeler olur ."
0,"izlemeyin."
0,"Ýlk bölüm için net yorum yapmak olanaksýz. Devam bölümlerini bekliyorum. Ýlk bölüm durgun ve anlamsýz gözükse bile bence ilerleyen bölümlerde toplayacak."
0,"Zaten yeterince karantina vb. yaþýyoruz. Birde bu bölüm iyice gerdi beni. Devamýný kendimi daha iyi hissedersem izlerim. elnikurt genellikle iyi diziler çevirir."
0,"Ýlk bölüm konudan konuya atladý. Sanki gelecek bölümlerin fragmaný gibiydi."
0,"Fevkalade sýkýcý bir ilk bölümdü zar zor bitirebildim sýkýldým izlerken"
0,"tabi ilk bölümden bir kanýya varmak için erken, belki güzelleþir ama ilk bölüm baya kötüydü ya"
0,"Neydi bu þimdi ne baþý belli ne sonu ne türü belli ne amacý ne heyacan var nede bir amaç sacma sapan birþey zaten kýzla oglan okadar iticilerki berbat hiç bulaþmayýn yinede tþk admin"
0,"King in tüm uyarlamalarý hep sonu boka sarar. umarým bunda olmaz."
0,"Þimdi, bu dizi için beklentilerimi çok yüksek tutmuyorum. 94 tarihli diziden birkaç gömlek iyi olsa (ki o dizinin genel atmosferini düþünürsek kesin olacaktýr) yeter. Yani imdb de þöyle bir 7 7,5luk bir seriye razýyým. Ötesi olursa çok þahane olur."
0,"Tek kusuru mini dizi olmasý."
0,"Satranç dünyasýna baktýðýnýzda baþarýlý kadýn satranççý göremezsiniz (max 1-2 kadýn vardýr). Erkekler santrançta kat kat daha baþarýlýdýr, o yüzden biraz gerçekçiliðini kaybetti benim için. Keþke baþrolde erkek karakter olsaydý. Pawn Sacrifice filmindeki gibi Boby Fisherý konu edinebilirdi zira Tobey Maguire güzel oynamýþtý o filmde."
0,"kucuk ýrýspý ýzlenmeZ"
0,"9 yaþýndan gençliðine kadar hiç mi býkmamýþ oynamaktan. Ayrýca bi týk fazla abartmýþlar, oyunun adýný bile bilmeyip kýsa sürede bir çok kiþiyi yenmesi biraz kliþe olmuþ, gririþ okey de geliþme kýsmýný biraz daha iyi oturtup sonuca güzel baðlanabilirdi. Kýzýn baðýmlý olma süreci de çok çabuk gerçekleþmiþ, haplar olmadan oyun kazanamaz hale gelir bu gidiþle." 
0,"Güzel diziye benziyorda biraz kliþe geldi sanki"
0,"Güzel Fakat sanki biraz kliþe ."
0,"Güzelde bi týk kliþe geldi bana sanki."
0,"Anya Taylorý ilk defa Morgan sonrasýnda Splitde izlemiþtim. Oyunculuðu güzel kendisinin de eþsiz bi yüzü var çok hoþuma gidiyo. Küçük kýzýnoyunculuðu beðenmedim ama"
0,"satranç dizisinde satranç tahtasýný göstermiyorlar gerçekten çok ilginç."
0,"keþke satranç kýsýmlarýný biraz daha fazla gösterseler"
0,"satranç dizisinde satranç tahtasýný göstermiyorlar gerçekten çok ilginç."
0,"Satranç öðrenmeye gelmedim de keþke bilmeseydim diyorum bazý sahneler gözlerimi kanattý yorumlarda da buna deðinen hiç olmadýðýna göre at gözlüðüyle izliyonuz."
0,"Aq böyle mi bitirilir bu"
0,"Tipleri Tüm izleme Ýsteðimi Alýyor"
0,"Kusura bakmayýn ama az da olsa saçma"
0,"güzel film ama öpüþme sahnesi olmasaydý daha iyi olurdu"
0,"sýkýcý"
0,"Çocuklar bile bizim dizi film oyuncularýndan kat kat iyi rol yapýyorlar."
0,"Gece izlemeyin karanlýkta ödüm koptu"
0,"bi kiþi hariç kimse korkmuyor galiba bu dizide. Bi tek ben korkuyorum galiba"
0,"aman aman bi dizi degil yoklukta gidiyor iþte"
0,"gerilim dizisi ama ben korkuyorum"
0,"Ne kadar boþ bölümdü yaaa çok sýkýldým "
0,"Ye keþke Türkçe dublaj olsa"
0,"Bir Gün Kusucam Ýzlerken Ama Hangi Gün Bakalým"
0,"Çok gereksiz bir bölümdü. Boþu boþuna hikayeyi daðýttýlar"
0,"Bunlar diziye hiç gelmemeliydi bana göre."
0,"Konu bulamýyorlar herhalde, durmadan geçit açýlýyor."
0,"Ýyice gençlik dizilerine baðladý "
0,"hayal kýrýklýgý bu sezon sanýrým ."   
0,"Böyle saçma Dizi Hayatým ta Görmedim amq " 
0,"Baþladým ben de ama Prison Breakten güzel olduðunu düþünmüyorum"
0,"Prisondan güzel deðilse izlemeye gerek yok"
0,"çok iðrençti"
0,"1.sezonun diðer bölümlerinden iyi olsa da benim için vasat"
0,"Uykum geldi abii bu ne"
0,"arkadaþlar hep böle bok gibi ilerleyecekse izlemiyyeyim"
0,"off çok sýkýcý ilerliyor ya"
0,"Tam bu bölüm sýkýcý"
0,"Ne zaman heyecanlý bölülere geçecem"
0,"Sýkýcý ya nesini bu kadar övdüler bu dizinin"
0,"Bir yerde ilk sezon sarmýyor"
0,"ben býraktým "
0,"Ýlk sezon sýkýcý diyorlardý doðruymuþ."
0,"sezon finaline göre biraz hareketsiz olmuþ, daha gösteriþli bir sezon finali olabilirdi"
0,"bu diziyi bu kadar sevilen yapan þeyi görmek ve sevebilmek umuduyla izliyorum hala"
0,"Hemen sarmýyor gibi harika yorumlar almýþtým dizi hakkýnda hala o harikalýðý göremedim."
0,"konu çok yavaþ ilerliyor."
0,"Çok sýkýcý"
0,"Böyle giderse eðer diziyi izlemeyi býrakýcam "
0,"Aga çok yavaþ ilerliyo sýkýldým ya"
0,"Allah çarpsýn kendimi zorla izliyormuþ gibi hissediyorum bok gibi dizi ama baþladým artýk býrakamýyorum"
0,"Atlata atlata ilerletiyorum acayip sýktý"
0,"3. sezon buraya kadar sakýn ilerliyor"
0,"bu dizi ne zaman hareketlenecek? beta bi adamýn hayatýný izledik þu ana kadar"
0,"ne sýkýcý bölümdü ya"
0,"bu kadar saçma bölüm görmedim ben yapacaðýnýz iþe tekme tokat gireyim"   
0,"Bölümü full atlaya atlaya izledim izlememiþ olan varsa direk bölüm atlasýn çünkü pek bir þey olmuyo bu bölümde"
0,"O kadar aptal bir bölümdü ki"
0,"En sýkýcý bölüm"
0,"izlemesek hiçbir þey kaybetmezmiþiz bu bölümden ama izledik bi kere üzgünüm biraz 47dk boþa gitti"
0,"bu nasýl bölüm"
0,"zaman kaybý"
0,"diziyi býrakýcam"
0,"çok kötü bölümdü"
0,"En sýkýcý bölümdü sanýrým"
0,"bölümün saçmalýðýna bak"
0,"Ýzlemeden direk geçin."
0,"gereksiz bir bölüm. vakit kaybýydý"
0,"ulan bu dizi ne zaman heyecanlacak. Sýkýldým artýk yav"
0,"Övüp övüp durduklarý dizi bu mu abý ya. Çöp"
0,"çok çok iyi deðil. bu bölüme geldik hala heyecan yok"
0,"bu bölüm sarmadý"
0,"artýk atlatýyorum full neredeyse sýkýcý olmaya baþladý"
0,"Atlata atlata izlemeye baþladým sýkmaya baþladý." 
0,"sýkmaya baþlada 4.sezon bomboþ."
0,"Son sahne biraz saçma gibi geldi"
0,"Sýrf bitirmek için izliyorum. Bu kadar övülüpte kötü olan bir dizi görmedim." 
0,"Hayatýmda izlediðim en kötü dizi net."
0,"saçmalýk"
0,"Diziyi izleyin Filmi izlemeseniz de olur hiç gerek yoktu bence buna hadý yaptýnýz kalýtelý býr dýzýyý berbat ettýnýz bu fýlmle geçmýsý gosterýyorsunz."
0,"Býrak finali Sezon finali tadý bile vermedi"
0,"Herkesin çok methettiði bi diziydi, yokluktan sonunda baþladým, ancak 3. sezon 3. bölüme kadar gelebildim oda zorlamayla ,kurgu ve oyunculuk fena deðil ama bana keyif vermedi devamýný getiremedim."
0,"Ýlk iki sezonla efsane olma yoluydayken bir anda nasýl kestane yoluna girilir, oynat bakalým. 5. sezonda toparlanýr umarým."
0,"Bu kadar profesyonelliðin içinde saçma sapan bölüm olmuþ."    
0,"izlerken uykum geldi be"
0,"Bu dizide yer alan bütün kadýnlar gereksiz. Bütün problemlerin ve sýkýcý þeylerin kaynaðý hep kadýn olarak kullanýlmýþ."
0,"Mantýk olarak çok hata var hemde baya çok.Böyle bir durum günümüzde olsa 5.saatte polis içeride olur ve soygun bitmiþ olur.Rehine fln dinlemez.Doðal olarak dizi olduðu için saçma sahneler uydurup böyle biþey yapmýþlar."
0,"retroxin olayýný iyi baðlayamadýlar konudan konuya atlama gibi oldu"
0,"bazý kýsýmlar gerçekten sýkýcý"
0,"Niyeyse izlerken caným sýkýlýyor"
0,"çok kufurlu ve çok sapýk"
0,"Bence bu dizinin tadý kaçmýþ"
0,"bu diziyi izlerken tartýþmasýz en sýkýldýðým bölüm bu oldu"
0,"eski tat yok bence."
0,"zamaný gelince bitmeyen dizi iþte böyle olur  saçma sapan çatýþma sahneleri,amatör amatör adamlar soygun yapar koskoca merkez bankasýnda "
0,"Tekrar söylüyorum içine etmiþler"
0,"Özetlemek gerekirse diziyi piç ettiler resmen ilk soygunla bitmeliydi"
0,"bu dizi 2. sezon bitecekti gittikçe bozuluyor"
0,"Bu dizi 2. Sezonda bitti"
0,"Bu Sezon Biraz Sarmamýþtý" 
0,"Dizinin en saçma sezonuydu, birkaç bölüm gerçekten mantýk hatalarý ile doluydu"
0,"O iki bölüm yerine alternatif bölümler yapýn allah için þu bölümü batýrmayýn ve ilk 3 bölümü batýrmayýn." 
0,"Ýðrenç mimikleri ve saçma sapan oyunculuðu yüzünden Silicon Valley dizisini býrakmama neden olan elemaný görmem ve ardýna gülme efekti duymam kapatmama yeterli oldu."
0,"senaryo çok bilindik kadro 2. sýnýf bütçesi de bence düþük yoklukta gideri var bile diyemedim 2 bölüm sabrettim ve teþekkür edip vedalaþtým."
0,"Saçma sapan diziler 4-5 sezon sürerken bu dizinin onay alamamasý çok üzücü"
0,"Neden bitirdiklerini hala anlayabilmiþ deðilim"
0,"sanki diziyi iptal eden kanal ve izleyicilerinden intikam almýþlar gibi"
0,"bari adam gibi bir final yapýlsaydýtam bir fiyasko."
0,"izlemesenizde olur. öylesine bir dizi"
0,"hoþuma gitmedi sevmedim"
0,"kurgu berbat"
0,"Hiç bu kadar sýkýcý bir dizi izlememiþtim."
0,"berbat"
0,"izlemeseniz de olurvakit kaybý"
0,"cok fazla bir beklentiyle izlemeyin. öyle sok edici sasirtici olaylar olmuyor"
0,"film versiyonu çok güzeldi. john cussack ve jack black vardý. tavsiye ederim."
0,"yaniii.eh iþte.sýradan bi insanýn sex ve aþk hikayeleri.pek bi þey beklemeyin"
0,"Sarmadý"
0,"tür olarak komedi yazmýþlar ama ben komediden ziyade drama seyrettim"
0,"vakit kaybý oldugunu düþünüyorum"
0,"mini dizi olmasý üzücü"
0,"sonunu çok iyi getirememiþler sanki"
0,"boþuna masraf yapmýþlar klasik ingiliz saçmalýðý"
0,"eh iþte birþeylere! benzetmeye çalýþmýþlar sanki gibi."
0,"Oyununu oynuyan kitabýný okuyan asla bu diziyi izlememeli yoksa acayip sinirlenir benim gibi"
0,"Eðer hiç oynamadýysanýz veya okumadýysanýzda izlemeyin çünkü netflix bir dýþký çukurudur."
0,"bu kadar potansiyeli yüksek bir iþ ancak bu kadar elde patlayabilir."
0,"çok kaliteli bir dizi deðil"
0,"Felaket, uyusam daha iyiydi yazik zamanima."
0,"tek sýkýntý zaman karmaþasý hikaye farklý zamanlarý farklý kiþilerin bakýþ açýsýndan anlatýlýyor bu yüzden ilk 2-3 bölümde adapte olmak zor oluyor."
0,"çok kötü eðvk"
0,"saçma dizi"
0,"bi bok anlamadým"
0,"dizinin süresi çok uzun deðil mi ya ne biilim keþke kýrk dk olsaymýþ."
